Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
KJ501399,,,,,,house finch,2002,,bird,Passeriformes
KJ501400,,,,,,house sparrow,2002,,bird,Passeriformes
KJ501479,,,,,,house sparrow,2002,,bird,Passeriformes
AF202541,,,NY,,,human,1999,,human,
AF533540,,,NY,,,human,2001,,human,
DQ164197,West Nile virus,USA,GA,,,human  brain,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
AY795965,West Nile virus,,MI,,,human  plasma,2002,,human,
DQ005530,West Nile virus,USA,UT,,,human  plasma,2003,,human,
DQ164196,West Nile virus,USA,GA,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
DQ164198,West Nile virus,USA,TX,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
DQ164199,West Nile virus,USA,TX,,,human  plasma,2003,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
DQ164200,West Nile virus,USA,IN,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
DQ164201,West Nile virus,USA,AZ,,,human  plasma,2004,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
DQ164202,West Nile virus,USA,OH,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
DQ164205,West Nile virus,USA,TX,,,human  plasma,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",human,
DQ431693,,,TX,,,human  plasma,2003,,human,
DQ431694,,,TX,,,human  plasma,2003,,human,
DQ431695,,,IL,,,human  plasma,2003,,human,
DQ431696,,,WI,,,human  plasma,2003,,human,
DQ431697,,,FL,,,human  plasma,2003,,human,
DQ431698,,,FL,,,human  plasma,2003,,human,
DQ431699,,,FL,,,human  plasma,2003,,human,
DQ431700,,,CA,,,human  plasma,2004,,human,
DQ431701,,,CO,,,human  plasma,2004,,human,
DQ431702,,,CO,,,human  plasma,2004,,human,
DQ431703,,,CO,,,human  plasma,2004,,human,
DQ431704,,,CO,,,human  plasma,2004,,human,
DQ431705,,,ND,,,human  plasma,2004,,human,
DQ431706,,,NM,,,human  plasma,2004,,human,
DQ431707,,,NM,,,human  plasma,2004,,human,
DQ431708,,,CA,,,human  plasma,2004,,human,
DQ431709,,,CA,,,human  plasma,2004,,human,
DQ431710,,,CA,,,human  plasma,2004,,human,
DQ431711,,,AZ,,,human  plasma,2004,,human,
DQ431712,,,AZ,,,human  plasma,2004,,human,
DQ666448,West Nile virus,USA,AZ,,,human  plasma,2004,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human,
DQ666449,West Nile virus,USA,TX,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human,
DQ666450,West Nile virus,USA,TX,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human,
DQ666451,West Nile virus,USA,AZ,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human,
DQ666452,West Nile virus,USA,SD,,,human  plasma,2005,"    Genetic variability of West Nile virus (WNV) in blood donor
            populations during four consecutive epidemics (2002 to 2005) in the
            USA
  ",human,
DQ377178,West Nile virus,Russia,,,,hyalomma marginatum,,"    West Nile virus isolate Ast02-2-26 complete genome sequence
  ",mosquito,
DQ411030,West Nile virus,Russia,,,,hyalomma marginatum,,"    Direct Submission
  ",mosquito,
KJ501427,West Nile virus,USA,TX,,kidney and spleen,ictinia mississippiensis,2002,"    Direct Submission
  ",bird,
JF719065,West Nile virus,Italy,,,,jay,39722,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",bird,Passeriformes
JF719068,West Nile virus,Italy,,,,jay,40087,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",bird,Passeriformes
PP104382,West Nile virus,Italy,Veneto,,,jay,45147,"    Direct Submission
  ",bird,Passeriformes
KJ501470,West Nile virus,USA,SD,,"kidney, spleen, and heart",larus delawarensis,2003,"    Direct Submission
  ",bird,Charadriiformes
OP609799,West Nile virus,Italy,,,,larus michahellis,44743,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Charadriiformes
KJ501500,West Nile virus,USA,MD,,brain,larus smithsonianus,2009,"    Direct Submission
  ",bird,Charadriiformes
KJ501253,,,,,,least tern,2008,,bird,Charadriiformes
KJ501258,,,,,,least tern,2007,,bird,Charadriiformes
KJ501259,,,,,,least tern,2008,,bird,Charadriiformes
KJ501418,,,,,,least tern,2008,,bird,Charadriiformes
KJ501523,,,,,,least tern,2006,,bird,Charadriiformes
KJ501526,,,,,,least tern,2006,,bird,Charadriiformes
KJ145832,,,,,,lorii,2007,,bird,Other Birds
HM756677,West Nile virus,USA,NM,,kidney,loriidae sp. (loriinae subfamily),2005,"    Direct Submission
  ",other_species,Other Birds
KJ501310,West Nile virus,USA,MS,,kidney and spleen,loriini,2002,"    Direct Submission
  ",bird,Other Birds
DQ164203,West Nile virus,USA,CO,,,magpie,2003,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",bird,Passeriformes
JF719066,West Nile virus,Italy,,,,magpie,39692,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",bird,Passeriformes
HM488124,West Nile virus,,,,cell supernatant,mesocricetus auratus,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",other_species,
DQ080062,,,LA,,,mosquito,2002,,mosquito,
JN819311,West Nile virus,,,,cell supernatant,mosquito,,"    Direct Submission
  ",mosquito,
JN819312,West Nile virus,,,,cell supernatant,mosquito,,"    Direct Submission
  ",mosquito,
JN819313,West Nile virus,,,,cell supernatant,mosquito,,"    Direct Submission
  ",mosquito,
KJ501126,West Nile virus,USA,,,mosquito pool,mosquito,2007,"    Direct Submission
  ",mosquito,
KJ501127,West Nile virus,USA,,,mosquito pool,mosquito,2008,"    Direct Submission
  ",mosquito,
KJ501531,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  ",mosquito,
KJ501532,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  ",mosquito,
KJ501533,West Nile virus,USA,,,mosquito pool,mosquito,2012,"    Direct Submission
  ",mosquito,
KJ501534,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito,
KJ501535,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito,
KJ501536,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito,
KJ501537,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito,
KJ501538,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito,
KJ501539,West Nile virus,USA,,,mosquito pool,mosquito,2011,"    Direct Submission
  ",mosquito,
AY712945,West Nile virus,USA,TX,,,mourning dove,,"    Emergence of attenuated West Nile virus variants in Texas, 2003
  ",bird,Columbiformes
KC407667,West Nile virus,Spain,,,,mouse,2007,"    Strain specific autophagic response in cells infected with the West
            Nile and Usustu flaviviruses
  ",other_species,
HQ671668,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671669,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671670,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671671,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671672,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671673,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671676,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671677,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671678,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671679,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species,
HQ671681,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671682,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ671683,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
HQ671685,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
HQ671686,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
HQ671732,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
HQ705663,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
HQ705676,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species,
HQ891012,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species,
JF357958,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
JF357959,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
JF730040,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species,
JF730041,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
JF784158,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species,
JF899530,West Nile virus,,,,spleen,mus musculus,,"    Direct Submission
  ",other_species,
JF899531,West Nile virus,,,,serum,mus musculus,,"    Direct Submission
  ",other_species,
JF899533,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
JF899534,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
JF899535,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
JF899536,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
JF899537,West Nile virus,,,,brain,mus musculus,,"    Direct Submission
  ",other_species,
DQ080061,,,LA,,,northern cardinal,2004,,bird,Passeriformes
JF415916,West Nile virus,USA,TX,,,northern mockingbird,2006,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Passeriformes
KJ501493,,,,,,northern mockingbird,2001,,bird,Passeriformes
HM488135,West Nile virus,USA,CT,,cell supernatant,ochlerotatus cantator,2001,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488149,West Nile virus,USA,CT,,cell supernatant,ochlerotatus cantator,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488134,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sollicitans,2001,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488172,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488209,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488117,West Nile virus,USA,CT,,cell supernatant,ochlerotatus triseriatus,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488142,West Nile virus,USA,CT,,cell supernatant,ochlerotatus triseriatus,2004,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM756648,West Nile virus,USA,CT,,cell supernatant,ochlerotatus trivittatus,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM756651,West Nile virus,USA,CT,,cell supernatant,ochlerotatus trivittatus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
JX041628,West Nile virus,Azerbaijan,,,,ornithodoros capensis,1970,"    Direct Submission
  ",other_species,
KJ501369,West Nile virus,USA,,,kidney and spleen,passer domesticus,2002,"    Direct Submission
  ",bird,Passeriformes
KJ501411,West Nile virus,USA,,,liver and spleen,passer domesticus,2008,"    Direct Submission
  ",bird,Passeriformes
KJ501412,West Nile virus,USA,NE,,liver and spleen,passer domesticus,2008,"    Direct Submission
  ",bird,Passeriformes
KJ501498,West Nile virus,USA,,,kidney and spleen,passer domesticus,2003,"    Direct Submission
  ",bird,Passeriformes
OP609800,West Nile virus,Italy,,,,passer domesticus,44746,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
KJ501285,West Nile virus,USA,WI,,brain,pelecanus,2002,"    Direct Submission
  ",bird,Other Birds
KJ501267,West Nile virus,USA,NV,,brain,pelecanus erythrorhynchos,2005,"    Direct Submission
  ",bird,Other Birds
