Name,organism,country,city/state,county,isolation_source,host,collection_date, 
W077,,,CA,SanDiego,,American Crow,42137,
W078,,,CA,SanDiego,,Culex quinquefasciatus ,42195,
W079,,,CA,SanDiego,,Culex quinquefasciatus ,42195,
W080,,,CA,SanDiego,,Culex quinquefasciatus ,42195,
W081,,,CA,SanDiego,,Culex stigmatosoma,42213,
W082,,,CA,SanDiego,,Culex quinquefasciatus,42230,
W083,,,CA,SanDiego,,Cooper's hawk,42230,
W0831,,,OH,Lucas,,,43294,
W0832,,,OH,Lucas,,,43298,
W0835,,,OH,Lucas,,,43298,
W0836,,,OH,Lucas,,,43298,
W0839,,,OH,Lucas,,,43298,
W084,,,CA,SanDiego,,Sharp-shinned hawk,42234,
W0840,,,OH,Lucas,,,43299,
W0842,,,OH,Franklin,,,43298,
W0845,,,OH,Franklin,,,43298,
W0848,,,OH,Franklin,,,43299,
W085,,,CA,SanDiego,,Culex quinquefasciatus,42237,
W0856,,,OH,Franklin,,,43299,
W0858,,,OH,Summit,,,43298,
W086,,,CA,SanDiego,,Culex quinquefasciatus,42244,
W0860,,,OH,Summit,,,43298,
W0861,,,OH,Summit,,,43298,
W0865,,,OH,Summit,,,43298,
W087,,,CA,SanDiego,,Culex quinquefasciatus,42244,
W0870,,,OH,Summit,,,43298,
W0875,,,OH,Hamilton,,,43301,
W088,,,CA,SanDiego,,Culex quinquefasciatus,42244,
W0881,,,OH,Belmont,,,43307,
W0885,,,OH,Lorain,,,43298,
W089,,,CA,SanDiego,,Culex quinquefasciatus,42276,
W0891,,,OH,Lorain,,,43306,
W0897,,,OH,Montgomery,,,43305,
W0899,,,OH,Montgomery,,,43305,
W090,,,CA,SanDiego,,Culex tarsalis,42279,
W0901,,,OH,Montgomery,,,43306,
W0902,,,OH,Montgomery,,,43308,
W0909,,,OH,Williams,,,43312,
W091,,,CA,SanDiego,,Culex quinquefasciatus,42297,
W0918,,,Virgin Islands,,,Flamingo,2013,
W092,,,CA,SanDiego,,Culex quinquefasciatus,42321,
W0920,,,WA,Grant,,Magpie,2015,
W0921,,,WA,Kittitas,,Magpie,2015,
W0922,,,IA,,,Red-tailed hawk,2015,
W0924,,,WA,Grant,,American Paint horse mix,2015,
W0925,,,WA,Spokane,,Quarterhorse,2016,
W0926,,,WA,Spokane,,Crow,2016,
W0927,,,ID,,,Short-eared owl,2017,
W0929,,,ID,,,Bald Eagle,2017,
W093,,,CA,SanDiego,,Culex quinquefasciatus,42593,
W0930,,,WA,Walla,,Quail,2017,
W0931,,,WA,Lincoln,,Pheasant,2017,
W0933,,,OR,Benton,,,2010,
W0936,,,OR,Malheur,,,2014,
W0937,,,OR,Malheur,,,2014,
W0938,,,WA,Franklin,,,2015,
W0939,,,WA,Grant,,,2015,
W094,,,CA,SanDiego,,Culex quinquefasciatus,42600,
W0940,,,WA,Grant,,,2016,
W0941,,,WA,Grant,,,2016,
W0942,,,OR,Jackson,,,2016,
W0943,,,OR,Josephine,,Crow,2016,
W0944,,,OR,Umatilla,,,2017,
W0945,,,WA,Grant,,,2017,
W0946,,,OR,Klamath,,Swainson's Hawk,2017,
W0947,,,OR,Morrow,,,2018,
W0948,,,OR,Umatilla,,,2018,
W0949,,,OR,Morrow,,,2018,
W095,,,CA,SanDiego,,American Crow,43013,
W0950,,,NH,Rockingham,,Culex salinarius,41521,
W0951,,,NH,Rockingham,,Cs. melanura,41548,
W0952,,,NH,Hillsborough,,Culex restuans,42256,
W0953,,,NH,Rockingham,,Cs. morsitans,42257,
W0954,,,NH,Hillsborough,,Culex pipiens/restuans,42947,
W0955,,,NH,Hillsborough,,Culex pipiens/restuans,42948,
W0956,,,NH,Cheshire,,Culex restuans,42951,
W0957,,,NH,Hillsborough,,Culex pipiens,42957,
W0958,,,NH,Rockingham,,Culex salinarius,42990,
W0959,,,NH,Rockingham,,Cs. melanura,42993,
W096,,,CA,SanDiego,,Western Scrub Jay,43024,
W0960,,,NH,Strafford,,Cs. melanura,42997,
W0961,,,NH,Rockingham,,Cs. melanura,43013,
W0962,,,NH,Rockingham,,Cs. melanura,43013,
W0963,,,NH,Hillsborough,,Culex pipiens/restuans,43297,
W0964,,,NH,Hillsborough,,Culex pipiens/restuans,43319,
W0965,,,NH,Rockingham,,Cq. perturbans,43321,
W0966,,,NH,Hillsborough,,Culex pipiens/restuans,43325,
W0967,,,NH,Hillsborough,,Ae. cinereus,43325,
W0968,,,NH,Hillsborough,,Cq. perturbans,43325,
W0969,,,NH,Hillsborough,,Culex pipiens/restuans,43326,
W097,,,CA,SanDiego,,American Crow,43027,
W0970,,,NH,Hillsborough,,Culex pipiens/restuans,43332,
W0971,,,NH,Hillsborough,,Culex pipiens,43328,
W0972,,,NH,Cheshire,,Culex salinarius,43328,
W0973,,,NH,Hillsborough,,Oc. canadensis,43334,
W0974,,,NH,Hillsborough,,Ps. ferox,43334,
W0975,,,NH,Rockingham,,Culex pipiens,43340,
W0976,,,NH,Rockingham,,Culex salinarius,43340,
W0977,,,NH,Hillsborough,,Culex pipiens,43342,
W0978,,,NH,Hillsborough,,Culex pipiens,43342,
W0979,,,NH,Rockingham,,Culex salinarius,43347,
W098,,,CA,SanDiego,,Culex stigmatosoma,42975,
W0980,,,NH,Rockingham,,Culex salinarius,43354,
W0981,,,NH,Rockingham,,Cs. melanura,43354,
W0982,,,NH,Rockingham,,Ae. cinereus,43354,
W0983,,,NH,Rockingham,,Cs. melanura,43354,
W0984,,,NH,Rockingham,,Cs. melanura,43354,
W0985,,,NH,Rockingham,,Cs. melanura,43356,
W0986,,,NH,Rockingham,,Culex salinarius,43361,
W0987,,,NH,Rockingham,,Cs. melanura,43361,
W0988,,,NH,Rockingham,,Culex restuans,43361,
W0989,,,NH,Cheshire,,Culex pipiens,43370,
W099,,,CA,SanDiego,,Culex quinquefasciatus,42975,
W0990,,,NH,Rockingham,,Cs. morsitans,43377,
W100,,,CA,SanDiego,,Culex quinquefasciatus,43013,
W101,,,CA,SanDiego,,American Crow,42247,
W102,,,CA,SanDiego,,American Crow,42247,
W103,,,CA,SanDiego,,Western Scrub Jay,42247,
W104,,,CA,SanDiego,,American Crow,42279,
W105,,,CA,SanDiego,,American Crow,42279,
W106,,,CA,SanDiego,,Raven,42279,
W107,,,CA,SanDiego,,Western Scrub Jay,42318,
W108,,,CA,SanDiego,,American Crow,42318,
W109,,,CA,SanDiego,,American Crow,42318,
W110,,,CA,SanDiego,,American Crow,42396,
W111,,,CA,SanDiego,,American Crow,42403,
W112,,,CA,SanDiego,,American Crow,42418,
W113,,,CA,LosAngeles,,American Crow,38132,
W114,,,CA,SanBernardino,,American Crow,38135,
W115,,,CA,LosAngeles,,American Crow,38177,
W116,,,CA,Butte,,Yellow-billed Magpie,38191,
W117,,,CA,Tulare,,Western Scrub Jay,38516,
W118,,,CA,Sutter,,Yellow-billed Magpie,38530,
W119,,,CA,Solano,,Yellow-billed Magpie,38567,
W120,,,CA,Stanislaus,,Yellow-billed Magpie,38568,
W121,,,CA,Lassen,,American Robin,38937,
W122,,,CA,Butte,,CA Scrub-Jay,38943,
W123,,,CA,Stanislaus,,Yellow-billed Magpie,38973,
W124,,,CA,Butte,,CA Scrub-Jay,39254,
W125,,,CA,Stanislaus,,CA Scrub-Jay,39257,
W126,,,CA,Fresno,,CA Scrub-Jay,39257,
W127,,,CA,SanBernardino,,Northern Mockingbird,39671,
W128,,,CA,Calaveras,,Oak Titmouse,39672,
W129,,,CA,LosAngeles,,House Finch,39675,
W1298,,,LA,Calcasieu,,Culex quinq.,42936,
W1299,,,LA,St. Tammany,,Culex quinq.,42947,
W130,,,CA,ContraCosta,,CA Scrub-Jay,39678,
W1300,,,LA,WBR,,Culex quinq.,42958,
W1301,,,LA,WBR,,Culex quinq.,42922,
W1302,,,LA,Ouachita,,Culex quinq.,42924,
W1303,,,LA,Ouachita,,Culex quinq.,42948,
W1305,,,LA,WBR,,Culex quinq.,42914,
W1306,,,LA,EBR,,Culex quinq.,42921,
W1307,,,LA,Ouachita,,Culex quinq.,42935,
W1308,,,LA,WBR,,Culex quinq.,42933,
W1309,,,LA,EBR,,Culex quinq.,42947,
W131,,,CA,Stanislaus,,CA Scrub-Jay,39681,
W132,,,CA,LosAngeles,,American Crow,39685,
W1322,,,LA,Ouachita,,Culex quinq.,43327,
W1323,,,LA,EBR,,Culex quinq.,43340,
W1324,,,LA,WBR,,Culex quinq.,43342,
W1326,,,LA,EBR,,Culex quinq.,43345,
W1327,,,LA,WBR,,Culex quinq.,43321,
W1328,,,LA,Tangipahioa,,Culex quinq.,43382,
W1329,,,LA,WBR,,Culex quinq.,43326,
W133,,,CA,Kern,,House Finch,39982,
W1330,,,LA,EBR,,Culex quinq.,43345,
W1331,,,LA,Ascension,,Culex quinq.,43340,
W1332,,,LA,WBR,,Culex quinq.,43328,
W1334,,,LA,Ascension,,Culex quinq.,43333,
W1335,,,LA,Tangipahioa,,Culex quinq.,43340,
W1336,,,LA,EBR,,Culex quinq.,43334,
W1337,,,LA,WBR,,Culex quinq.,43314,
W1338,,,LA,Caddo,,Culex quinq.,43306,
W1339,,,LA,St. Tammany,,Culex quinq.,43325,
W134,,,CA,Kings,,CA Scrub-Jay,39987,
W1342,,,LA,WBR,,Culex quinq.,43335,
W1344,,,LA,Ascension,,Culex quinq.,43334,
W1345,,,LA,Ascension,,Culex quinq.,43334,
W1346,,,LA,Bossier,,Culex quinq.,43316,
W135,,,CA,Stanislaus,,Northern Mockingbird,40060,
W1353,,,LA,St. Tammany,,Culex quinq.,42912,
W1354,,,LA,EBR,,Culex quinq.,42952,
W1356,,,LA,Ouachita,,Culex quinq.,42907,
W136,,,CA,Stanislaus,,CA Scrub-Jay,40380,
W1362,,,LA,Allen,,Culex quinq.,42948,
W1364,,,LA,Ouachita,,Culex quinq.,42923,
W1367,,,LA,Allen,,Culex quinq.,42948,
W1368,,,LA,Allen,,Culex quinq.,42934,
W1369,,,LA,Caddo,,Culex quinq.,42944,
W137,,,CA,Placer,,CA Scrub-Jay,40388,
W1370,,,LA,Allen,,Culex quinq.,42906,
W1372,,,LA,Bossier,,Culex quinq.,42955,
W1373,,,LA,Allen,,Culex quinq.,42920,
W1374,,,LA,Caddo,,Culex quinq.,42933,
W1375,,,LA,Caddo,,Culex quinq.,42951,
W1378,,,LA,Bossier,,Culex quinq.,42955,
W1379,,,LA,Allen,,Culex quinq.,42920,
W138,,,CA,Stanislaus,,House Sparrow,40389,
W1383,,,MN,Redwood,,Crow,37476,
W1384,,,MN,Ramsey,,Crow,37476,
W1385,,,MN,Anoka,,Crow,37476,
W1386,,,MN,Otter Tail,,Crow,37483,
W1387,,,MN,Ramsey,,Crow,37477,
W1388,,,MN,Lyon,,Crow,37477,
W1389,,,MN,Nobles,,Crow,37477,
W139,,,CA,Fresno,,CA Scrub-Jay,40392,
W1390,,,MN,Ramsey,,Crow,37477,
W1391,,,MN,Filmore,,Crow,37476,
W1392,,,MN,Hennepin,,Crow,37476,
W1393,,,MN,Brown,,Crow,37475,
W1394,,,MN,Nicollet,,Crow,37475,
W1395,,,MN,Big Stone,,Crow,37475,
W1396,,,MN,Stevens,,Crow,37475,
W1397,,,MN,Hennepin,,Crow,37475,
W1398,,,MN,Carver,,Blue Jay,37475,
W1399,,,MN,Hennepin,,Crow,37475,
W140,,,CA,SanJoaquin,,CA Scrub-Jay,40735,
W1400,,,MN,Pope,,Crow,37475,
W1401,,,MN,Anoka,,Crow,37475,
W1403,,,MN,Otter Tail,,Crow,37475,
W1404,,,MN,St. Louis,,Grobbeak,37475,
W1407,,,MN,Nobles,,Crow,37475,
W1408,,,MN,Hennepin,,Crow,37475,
W1409,,,MN,Ramsey,,Crow,37475,
W141,,,CA,SanBernardino,,Black-headed Grosbeak,40777,
W1411,,,MN,Benton,,Crow,37475,
W1412,,,MN,Hennepin,,Crow,37475,
W1413,,,MN,Hennepin,,,37817,
W1414,,,MN,Ramsey,,,37819,
W1415,,,MN,Dakota,,,37819,
W1416,,,MN,Ramsey,,,37819,
W1417,,,MN,Anoka,,,37819,
W1418,,,MN,Hennepin,,,37819,
W1419,,,MN,Mower,,,37816,
W142,,,CA,Placer,,Sparrow,40807,
W1420,,,MN,Ramsey,,,37819,
W1421,,,MN,Kandiyohi,,,37820,
W1422,,,MN,Chippewa,,,37819,
W1423,,,MN,Mower,,,37820,
W1424,,,MN,Hennepin,,,37820,
W1425,,,MN,Hennepin,,,37820,
W1426,,,MN,Hennepin,,,37820,
W1427,,,MN,Cass,,,37810,
W1428,,,MN,Crow Wing,,,37812,
W1429,,,MN,Wabasha,,,37825,
W143,,,CA,LosAngeles,,American Crow,41066,
W1430,,,MN,Hennepin,,,37820,
W1431,,,MN,Dakota,,,37821,
W1432,,,MN,Olmsted,,,37824,
W1433,,,MN,Anoka,,,37823,
W1434,,,MN,Ramsey,,,37825,
W1435,,,MN,Washington,,,37824,
W1436,,,MN,Rice,,,37830,
W1437,,,MN,Kandiyohi,,,37830,
W1438,,,MN,Mower,,,37825,
W1439,,,MN,Carver,,,37827,
W144,,,CA,Stanislaus,,CA Scrub-Jay,41072,
W1440,,,MN,Crow Wing,,,37831,
W1441,,,MN,Renville,,,37833,
W1442,,,MN,Lyon,,,37832,
W1443,,,MN,Anoka,,,38163,
W1444,,,MN,Hennepin,,,38163,
W1445,,,MN,Washington,,,38166,
W1446,,,MN,Waseca,,,38169,
W1447,,,MN,Olmsted,,,38167,
W1448,,,MN,Olmsted,,,38167,
W1449,,,MN,Olmsted,,,38167,
W145,,,CA,Riverside,,American Crow,41074,
W1450,,,MN,Hennepin,,,38166,
W1451,,,MN,Fillmore,,,38166,
W1452,,,MN,Steele,,,38168,
W1453,,,MN,Anoka,,,38175,
W1454,,,MN,Dakota,,,38174,
W1455,,,MN,Dakota,,,38171,
W1456,,,MN,St. Louis,,,38176,
W1457,,,MN,St. Louis,,,38176,
W1458,,,MN,Ramsey,,,38173,
W1459,,,MN,Hennepin,,,38171,
W146,,,CA,Tulare,,American Crow,41081,
W1460,,,MN,Dakota,,,38178,
W1461,,,MN,Renville,,,38182,
W1462,,,MN,Ramsey,,,38181,
W1463,,,MN,Scott,,,38176,
W1464,,,MN,Ramsey,,,38177,
W1465,,,MN,Mower,,,38184,
W1466,,,MN,Anoka,,,38183,
W1467,,,MN,Sherburne,,,38181,
W1468,,,MN,Crow Wing,,,38184,
W1469,,,MN,Dakota,,,38188,
W147,,,CA,LosAngeles,,American Crow,41107,
W1470,,,MN,Beltrami,,,38182,
W1471,,,MN,Stearns,,,38187,
W1472,,,MN,Hennepin,,,38182,
W1473,,,MN,Isanti,,,38552,
W1474,,,MN,Kandiyohi,,,38554,
W1475,,,MN,Kandiyohi,,,38554,
W1476,,,MN,Washington,,,38545,
W1477,,,MN,Ramsey,,,38544,
W1478,,,MN,Stearns,,,38560,
W1479,,,MN,Ramsey,,,38557,
W148,,,CA,Merced,,American Crow,41107,
W1480,,,MN,St. Louis,,,38562,
W1481,,,MN,Ramsey,,,38561,
W1482,,,MN,Anoka,,,38565,
W1483,,,MN,Hennepin,,,38566,
W1484,,,MN,Washington,,,38566,
W1485,,,MN,Washington,,,38565,
W1486,,,MN,Hennepin,,,38565,
W1488,,,MN,Scott,,,38566,
W1489,,,MN,Anoka,,,38567,
W149,,,CA,Tulare,,CA Scrub-Jay,41112,
W1490,,,MN,Mahnomen,,,38559,
W1491,,,MN,Mower,,,38567,
W1492,,,MN,St. Louis,,,38573,
W1493,,,MN,Cass,,,38581,
W1494,,,MN,Meeker,,,38587,
W1495,,,MN,Dakota,,,38586,
W1496,,,MN,Hennepin,,,38586,
W1497,,,MN,Sherburne,,,38575,
W1498,,,MN,Sherburne,,,38575,
W1499,,,MN,Lyon,,,38588,
W150,,,CA,LosAngeles,,American Crow,41110,
W1500,,,MN,Pennington,,,38597,
W1501,,,MN,Stearns,,,38600,
W1502,,,MN,Ramsey,,,38601,
W1503,,,OH,Montgomery,,,43305,
W1505,,,OH,Williams,,,43312,
W1507,,,OH,Williams,,,43312,
W151,,,CA,Merced,,Yellow-billed Magpie,41129,
W1517,,,IL,Cook,,Culex sp.,43286,
W152,,,CA,Placer,,American Robin,41488,
W1522,,,IL,Cook,,Culex restuans,43293,
W1525,,,IL,Cook,,Culex restuans,43293,
W1529,,,IL,Cook,,Culex restuans,43293,
W153,,,CA,Shasta,,House Finch,41494,
W1530,,,IL,Cook,,Culex restuans,43293,
W1531,,,IL,Cook,,Culex restuans,43293,
W1537,,,IL,Cook,,Culex restuans,43300,
W1538,,,IL,Cook,,Culex sp.,43300,
W154,,,CA,Butte,,CA Scrub-Jay,41493,
W1540,,,IL,Cook,,Culex restuans,43300,
W155,,,CA,LosAngeles,,CA Scrub-Jay,41494,
W156,,,CA,LosAngeles,,Red-shouldered Hawk,41486,
W1564,,,IL,Cook,,Culex restuans,43307,
W1568,,,IL,Cook,,Culex restuans,43307,
W157,,,CA,Shasta,,House Finch,41498,
W158,,,CA,Butte,,CA Scrub-Jay,41506,
W1580,,,IL,Cook,,Culex restuans,43307,
W1586,,,IL,Cook,,Culex sp.,43314,
W159,,,CA,Merced,,CA Scrub-Jay,41511,
W160,,,CA,Shasta,,CA Scrub-Jay,41512,
W161,,,CA,Riverside,,American Crow,42903,
W1614,,,IL,Cook,,Culex sp.,43321,
W162,,,CA,Lake,,Black-headed Grosbeak,42909,
W163,,,CA,LosAngeles,,American Crow,42909,
W1630,,,IL,Cook,,Culex restuans,43321,
W1633,,,IL,Cook,,Culex restuans,43321,
W1638,,,IL,Cook,,Culex sp.,43321,
W164,,,CA,LosAngeles,,American Crow,42909,
W1647,,,IL,Cook,,Culex restuans,43328,
W1648,,,IL,Cook,,Culex sp.,43328,
W165,,,CA,SanBernardino,,CA Scrub-Jay,42916,
W1656,,,IL,Cook,,Culex sp.,43328,
W166,,,CA,Riverside,,American Crow,42919,
W1668,,,IL,Cook,,Culex restuans,43328,
W167,,,CA,Riverside,,American Crow,42927,
W1670,,,IL,Cook,,Culex restuans,43328,
W168,,,CA,LosAngeles,,American Crow,42929,
W1685,,,IL,Cook,,Culex sp.,43335,
W1688,,,IL,Cook,,Culex sp.,43335,
W169,,,CA,ContraCosta,,American Crow,42942,
W170,,,CA,Butte,,CA Scrub-Jay,42947,
W1702,,,IL,Cook,,Culex sp.,43342,
W1705,,,IL,Cook,,Culex sp.,43342,
W171,,,CA,ContraCosta,,American Crow,42950,
W172,,,CA,Butte,,Yellow-billed Magpie,42977,
W173,,,CA,Ventura,,American Crow,42975,
W174,,,CA,Butte,,Yellow-billed Magpie,42978,
W175,,,CA,LosAngeles,,Culex quinquefasciatus,38232,
W1750,,,CO,Larimer,,Culex pipiens,41477,
W1751,,,CO,Larimer,,Culex tarsalis,41477,
W1752,,,CO,Larimer,,Culex tarsalis,41477,
W1753,,,CO,Larimer,,Culex pipiens,41477,
W1754,,,CO,Larimer,,Culex tarsalis,41477,
W1755,,,CO,Larimer,,Culex tarsalis,41477,
W1756,,,CO,Larimer,,Culex tarsalis,41477,
W1757,,,CO,Larimer,,Culex tarsalis,41477,
W1758,,,CO,Larimer,,Culex tarsalis,41477,
W1759,,,CO,Larimer,,Culex tarsalis,41477,
W176,,,CA,LosAngeles,,Culex quinquefasciatus,38232,
W1760,,,CO,Larimer,,Culex tarsalis,41484,
W1761,,,CO,Larimer,,Culex tarsalis,41484,
W1762,,,CO,Larimer,,Culex tarsalis,41484,
W1763,,,CO,Larimer,,Culex tarsalis,41484,
W1764,,,CO,Larimer,,Culex tarsalis,41484,
W1765,,,CO,Larimer,,Culex tarsalis,41484,
W1766,,,CO,Larimer,,Culex pipiens,41491,
W1767,,,CO,Larimer,,Culex tarsalis,41491,
W1768,,,CO,Larimer,,Culex tarsalis,41491,
W1769,,,CO,Larimer,,Culex tarsalis,41498,
W177,,,CA,LosAngeles,,Culex quinquefasciatus,38516,
W1770,,,CO,Larimer,,Culex tarsalis,41498,
W1771,,,CO,Larimer,,Culex pipiens,41498,
W1772,,,CO,Larimer,,Culex tarsalis,41498,
W1773,,,CO,Larimer,,Culex pipiens,41498,
W1774,,,CO,Larimer,,Culex tarsalis,41498,
W1775,,,CO,Larimer,,Culex tarsalis,41498,
W1776,,,CO,Larimer,,Culex tarsalis,41498,
W1777,,,CO,Larimer,,Culex tarsalis,41505,
W1778,,,CO,Larimer,,Culex tarsalis,41505,
W1779,,,CO,Larimer,,Culex tarsalis,41505,
W178,,,CA,LosAngeles,,Culex tarsalis,38524,
W1780,,,CO,Larimer,,Culex tarsalis,41505,
W1781,,,CO,Larimer,,Culex tarsalis,41512,
W1782,,,CO,Larimer,,Culex pipiens,41512,
W1783,,,CO,Larimer,,Culex pipiens,41512,
W1784,,,CO,Larimer,,Culex pipiens,41512,
W1785,,,CO,Larimer,,Culex tarsalis,41512,
W1786,,,CO,Larimer,,Culex tarsalis,41512,
W1787,,,CO,Larimer,,Culex pipiens,41512,
W1788,,,CO,Larimer,,Culex tarsalis,41512,
W1789,,,CO,Larimer,,Culex tarsalis,41519,
W179,,,CA,LosAngeles,,Culex quinquefasciatus,38936,
W1790,,,CO,Larimer,,Culex tarsalis,41519,
W1791,,,CO,Larimer,,Culex tarsalis,41848,
W1792,,,CO,Larimer,,Culex tarsalis,41855,
W1793,,,CO,Larimer,,Culex tarsalis,41855,
W1794,,,CO,Larimer,,Culex tarsalis,41855,
